Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
31/10/2020,2020/21,Preston,Birmingham,1,2,A,1,1,D,T Harrington,11,19,6,6,17,15,4,4,1,0,0,0,20201031,English Second
31/10/2020,2020/21,QPR,Cardiff,3,2,H,2,0,H,A Woolmer,12,16,6,5,10,9,8,4,4,3,0,0,20201031,English Second
31/10/2020,2020/21,Stoke,Rotherham,1,0,H,1,0,H,D Bond,8,7,3,0,16,14,7,2,1,2,0,0,20201031,English Second
31/10/2020,2020/21,Swansea,Blackburn,2,0,H,1,0,H,D Whitestone,11,11,3,4,10,10,9,5,3,0,0,0,20201031,English Second
31/10/2020,2020/21,Wycombe,Sheffield Weds,1,0,H,1,0,H,K Stroud,11,15,3,3,17,10,7,9,2,2,0,0,20201031,English Second
30/10/2020,2020/21,Coventry,Reading,3,2,H,1,0,H,D Webb,14,14,4,7,16,9,4,5,5,0,0,0,20201030,English Second
28/10/2020,2020/21,Preston,Millwall,0,2,A,0,0,D,D Bond,5,13,1,4,16,4,2,7,2,0,0,0,20201028,English Second
28/10/2020,2020/21,Birmingham,Huddersfield,2,1,H,1,0,H,L Doughty,14,12,4,2,18,10,2,4,2,1,0,0,20201028,English Second
28/10/2020,2020/21,Bournemouth,Bristol City,1,0,H,0,0,D,S Martin,12,8,3,3,10,12,5,4,0,0,0,0,20201028,English Second
28/10/2020,2020/21,Derby,Cardiff,1,1,D,1,0,H,O Langford,15,8,5,2,12,10,5,3,3,3,0,0,20201028,English Second
28/10/2020,2020/21,Luton,Nott'm Forest,1,1,D,1,0,H,T Robinson,6,7,2,1,15,15,5,2,3,0,0,1,20201028,English Second
28/10/2020,2020/21,Rotherham,Sheffield Weds,3,0,H,3,0,H,J Gillett,15,7,8,2,12,17,8,0,3,2,0,1,20201028,English Second
27/10/2020,2020/21,Barnsley,QPR,3,0,H,2,0,H,A Davies,15,10,11,2,8,11,1,5,0,0,0,1,20201027,English Second
27/10/2020,2020/21,Blackburn,Reading,2,4,A,1,3,A,D Coote,13,5,6,4,13,9,3,3,2,2,0,0,20201027,English Second
27/10/2020,2020/21,Brentford,Norwich,1,1,D,1,0,H,J Simpson,13,14,5,3,19,14,3,3,1,1,0,0,20201027,English Second
27/10/2020,2020/21,Middlesbrough,Coventry,2,0,H,0,0,D,D Webb,17,3,5,1,11,10,1,2,2,1,0,0,20201027,English Second
27/10/2020,2020/21,Swansea,Stoke,2,0,H,1,0,H,A Marriner,18,3,6,0,13,17,10,2,2,3,0,0,20201027,English Second
27/10/2020,2020/21,Wycombe,Watford,1,1,D,0,0,D,J Brooks,14,13,6,4,7,10,5,7,0,1,0,0,20201027,English Second
24/10/2020,2020/21,Watford,Bournemouth,1,1,D,1,0,H,T Robinson,9,14,5,5,16,16,3,10,3,2,0,0,20201024,English Second
24/10/2020,2020/21,Bristol City,Swansea,1,1,D,0,0,D,O Langford,9,10,4,2,10,17,6,4,1,5,0,0,20201024,English Second
24/10/2020,2020/21,Cardiff,Middlesbrough,1,1,D,0,1,A,J Brooks,17,10,3,1,16,14,4,8,1,0,0,0,20201024,English Second
24/10/2020,2020/21,Coventry,Blackburn,0,4,A,0,1,A,D England,3,24,1,9,9,12,0,5,1,2,1,0,20201024,English Second
24/10/2020,2020/21,Huddersfield,Preston,1,2,A,1,0,H,J Smith,14,17,4,7,12,14,8,6,3,5,1,0,20201024,English Second
24/10/2020,2020/21,Millwall,Barnsley,1,1,D,1,1,D,A Davies,12,6,3,2,8,8,7,6,0,2,0,0,20201024,English Second
24/10/2020,2020/21,Norwich,Wycombe,2,1,H,1,1,D,G Ward,25,8,6,2,14,14,10,6,1,1,1,0,20201024,English Second
24/10/2020,2020/21,QPR,Birmingham,0,0,D,0,0,D,S Hooper,15,10,1,3,6,11,3,3,1,0,0,0,20201024,English Second
24/10/2020,2020/21,Reading,Rotherham,3,0,H,1,0,H,M Donohue,7,10,6,2,9,13,4,5,0,2,0,0,20201024,English Second
24/10/2020,2020/21,Sheffield Weds,Luton,0,1,A,0,0,D,G Eltringham,14,7,3,2,16,12,4,2,1,1,1,0,20201024,English Second
24/10/2020,2020/21,Stoke,Brentford,3,2,H,2,0,H,K Stroud,7,9,4,3,11,10,2,3,2,1,0,0,20201024,English Second
23/10/2020,2020/21,Nott'm Forest,Derby,1,1,D,0,1,A,T Harrington,12,12,5,4,18,8,8,5,2,0,0,0,20201023,English Second
21/10/2020,2020/21,Cardiff,Bournemouth,1,1,D,0,1,A,S Hooper,13,17,3,6,18,15,6,6,2,0,0,0,20201021,English Second
21/10/2020,2020/21,QPR,Preston,0,2,A,0,1,A,K Friend,6,8,0,3,14,9,2,2,0,1,0,0,20201021,English Second
21/10/2020,2020/21,Sheffield Weds,Brentford,1,2,A,1,2,A,D Bond,6,14,3,5,14,11,3,4,1,0,0,0,20201021,English Second
21/10/2020,2020/21,Stoke,Barnsley,2,2,D,1,2,A,M Salisbury,8,13,3,7,11,15,3,5,0,0,1,0,20201021,English Second
21/10/2020,2020/21,Watford,Blackburn,3,1,H,2,1,H,A Woolmer,10,19,4,7,24,12,1,8,3,0,0,0,20201021,English Second
20/10/2020,2020/21,Bristol City,Middlesbrough,0,1,A,0,0,D,T Robinson,7,9,0,1,9,7,1,4,0,2,0,0,20201020,English Second
20/10/2020,2020/21,Coventry,Swansea,1,1,D,1,1,D,K Stroud,9,6,3,3,12,11,3,2,0,1,0,0,20201020,English Second
20/10/2020,2020/21,Huddersfield,Derby,1,0,H,0,0,D,D Webb,18,12,3,2,15,11,6,5,1,3,0,0,20201020,English Second
20/10/2020,2020/21,Millwall,Luton,2,0,H,1,0,H,T Harrington,21,10,6,1,15,13,8,3,2,1,0,0,20201020,English Second
20/10/2020,2020/21,Norwich,Birmingham,1,0,H,0,0,D,O Langford,23,6,4,2,10,12,6,3,1,3,0,1,20201020,English Second
20/10/2020,2020/21,Nott'm Forest,Rotherham,1,1,D,0,0,D,S Martin,20,7,4,2,13,25,3,3,0,2,0,0,20201020,English Second
20/10/2020,2020/21,Reading,Wycombe,1,0,H,0,0,D,A Davies,4,10,1,3,12,17,2,1,2,0,0,0,20201020,English Second
18/10/2020,2020/21,Preston,Cardiff,0,1,A,0,0,D,K Stroud,7,10,4,3,9,10,9,3,1,0,0,0,20201018,English Second
17/10/2020,2020/21,Barnsley,Bristol City,2,2,D,1,0,H,L Doughty,17,13,5,9,14,10,4,6,2,0,0,0,20201017,English Second
17/10/2020,2020/21,Birmingham,Sheffield Weds,0,1,A,0,0,D,G Scott,10,14,2,3,12,12,5,4,1,1,0,0,20201017,English Second
17/10/2020,2020/21,Blackburn,Nott'm Forest,0,1,A,0,0,D,J Gillett,6,16,2,4,11,13,5,3,2,1,0,0,20201017,English Second
17/10/2020,2020/21,Bournemouth,QPR,0,0,D,0,0,D,J Brooks,8,6,0,2,11,14,3,6,1,3,0,0,20201017,English Second
17/10/2020,2020/21,Brentford,Coventry,2,0,H,0,0,D,A Woolmer,17,10,6,5,13,6,8,6,1,1,0,0,20201017,English Second
17/10/2020,2020/21,Luton,Stoke,0,2,A,0,0,D,J Simpson,18,8,7,3,13,12,16,3,2,2,0,0,20201017,English Second
17/10/2020,2020/21,Middlesbrough,Reading,0,0,D,0,0,D,D Bond,8,10,0,1,19,19,3,2,2,3,0,0,20201017,English Second
17/10/2020,2020/21,Rotherham,Norwich,1,2,A,1,0,H,D Webb,14,21,3,7,18,12,7,6,1,1,1,0,20201017,English Second
17/10/2020,2020/21,Swansea,Huddersfield,1,2,A,1,1,D,T Harrington,17,10,6,3,18,16,15,2,1,4,0,0,20201017,English Second
17/10/2020,2020/21,Wycombe,Millwall,1,2,A,1,0,H,A Madley,9,18,3,6,17,15,1,2,1,0,0,0,20201017,English Second
16/10/2020,2020/21,Derby,Watford,0,1,A,0,0,D,G Eltringham,9,8,1,1,10,10,3,3,1,1,0,0,20201016,English Second
4/10/2020,2020/21,Brentford,Preston,2,4,A,2,0,H,D Whitestone,13,12,4,7,10,9,4,4,0,0,0,0,20201004,English Second
4/10/2020,2020/21,Stoke,Birmingham,1,1,D,0,0,D,J Brooks,11,4,1,1,7,14,5,4,3,1,0,0,20201004,English Second
3/10/2020,2020/21,Norwich,Derby,0,1,A,0,0,D,S Attwell,13,9,5,3,13,6,7,2,3,2,0,0,20201003,English Second
3/10/2020,2020/21,Blackburn,Cardiff,0,0,D,0,0,D,D Bond,16,16,6,5,13,15,5,6,1,2,0,1,20201003,English Second
3/10/2020,2020/21,Luton,Wycombe,2,0,H,0,0,D,G Scott,16,5,7,1,10,18,7,4,1,1,0,0,20201003,English Second
3/10/2020,2020/21,Middlesbrough,Barnsley,2,1,H,1,0,H,O Langford,13,13,6,1,17,11,4,3,6,2,0,0,20201003,English Second
3/10/2020,2020/21,Nott'm Forest,Bristol City,1,2,A,1,2,A,K Stroud,21,7,6,5,13,9,11,5,0,2,0,0,20201003,English Second
3/10/2020,2020/21,Reading,Watford,1,0,H,1,0,H,G Ward,9,11,4,2,13,19,1,6,3,3,0,0,20201003,English Second
3/10/2020,2020/21,Rotherham,Huddersfield,1,1,D,1,0,H,A Woolmer,5,11,2,1,17,12,2,6,1,1,0,0,20201003,English Second
3/10/2020,2020/21,Sheffield Weds,QPR,1,1,D,0,0,D,M Salisbury,11,9,2,2,11,13,5,7,2,1,0,0,20201003,English Second
3/10/2020,2020/21,Swansea,Millwall,2,1,H,0,0,D,S Martin,14,12,4,5,6,12,5,7,1,1,0,0,20201003,English Second
2/10/2020,2020/21,Coventry,Bournemouth,1,3,A,1,1,D,J Gillett,5,19,2,10,10,13,1,6,1,3,1,0,20201002,English Second
27/09/2020,2020/21,Bristol City,Sheffield Weds,2,0,H,0,0,D,T Harrington,16,7,3,2,12,19,6,2,2,1,0,0,20200927,English Second
27/09/2020,2020/21,Bournemouth,Norwich,1,0,H,1,0,H,J Linington,13,14,5,5,8,13,3,8,1,1,0,0,20200927,English Second
26/09/2020,2020/21,Watford,Luton,1,0,H,1,0,H,J Brooks,14,4,5,0,12,15,11,1,0,2,0,0,20200926,English Second
26/09/2020,2020/21,Wycombe,Swansea,0,2,A,0,2,A,G Eltringham,8,17,2,6,9,8,5,7,2,0,0,0,20200926,English Second
26/09/2020,2020/21,Barnsley,Coventry,0,0,D,0,0,D,J Smith,13,10,2,0,11,17,5,7,3,2,0,0,20200926,English Second
26/09/2020,2020/21,Birmingham,Rotherham,1,1,D,0,0,D,A Madley,13,9,5,3,17,17,5,6,1,1,0,0,20200926,English Second
26/09/2020,2020/21,Cardiff,Reading,1,2,A,0,0,D,D Webb,12,6,5,5,15,9,6,3,2,1,0,0,20200926,English Second
26/09/2020,2020/21,Derby,Blackburn,0,4,A,0,3,A,A Woolmer,15,23,5,10,14,11,9,4,2,3,0,0,20200926,English Second
26/09/2020,2020/21,Millwall,Brentford,1,1,D,1,1,D,D Coote,9,8,3,1,11,9,3,5,3,1,0,0,20200926,English Second
26/09/2020,2020/21,Preston,Stoke,0,1,A,0,1,A,M Donohue,14,15,4,4,14,16,7,7,1,3,1,0,20200926,English Second
26/09/2020,2020/21,QPR,Middlesbrough,1,1,D,1,1,D,D Whitestone,14,7,7,2,11,12,7,5,0,1,0,0,20200926,English Second
25/09/2020,2020/21,Huddersfield,Nott'm Forest,1,0,H,0,0,D,O Langford,15,14,7,4,12,19,3,4,2,4,0,0,20200925,English Second
20/09/2020,2020/21,Stoke,Bristol City,0,2,A,0,1,A,O Langford,8,10,0,4,14,9,7,4,1,1,0,0,20200920,English Second
19/09/2020,2020/21,Nott'm Forest,Cardiff,0,2,A,0,2,A,J Linington,13,9,3,4,8,12,9,2,0,0,0,0,20200919,English Second
19/09/2020,2020/21,Blackburn,Wycombe,5,0,H,3,0,H,P Bankes,23,9,16,1,17,13,12,2,0,1,0,1,20200919,English Second
19/09/2020,2020/21,Brentford,Huddersfield,3,0,H,0,0,D,C Pawson,23,10,6,4,13,9,6,3,1,0,0,0,20200919,English Second
19/09/2020,2020/21,Luton,Derby,2,1,H,1,0,H,D Whitestone,9,14,3,3,15,13,4,5,2,0,0,0,20200919,English Second
19/09/2020,2020/21,Middlesbrough,Bournemouth,1,1,D,0,1,A,M Donohue,18,9,7,4,12,20,7,7,1,2,0,0,20200919,English Second
19/09/2020,2020/21,Norwich,Preston,2,2,D,1,2,A,J Brooks,14,16,6,6,6,13,4,9,1,2,0,0,20200919,English Second
19/09/2020,2020/21,Reading,Barnsley,2,0,H,0,0,D,T Robinson,6,9,5,2,11,20,6,5,1,2,0,2,20200919,English Second
19/09/2020,2020/21,Rotherham,Millwall,0,1,A,0,0,D,L Doughty,14,8,1,2,14,11,8,3,1,2,0,0,20200919,English Second
19/09/2020,2020/21,Sheffield Weds,Watford,0,0,D,0,0,D,J Gillett,8,6,1,3,17,22,2,8,2,2,0,0,20200919,English Second
19/09/2020,2020/21,Swansea,Birmingham,0,0,D,0,0,D,G Ward,8,10,5,3,10,13,5,8,0,1,0,0,20200919,English Second
18/09/2020,2020/21,Coventry,QPR,3,2,H,1,1,D,S Martin,12,7,5,4,10,11,7,4,1,2,0,0,20200918,English Second
12/09/2020,2020/21,Birmingham,Brentford,1,0,H,1,0,H,T Harrington,11,16,3,4,16,11,6,3,4,1,0,0,20200912,English Second
12/09/2020,2020/21,Wycombe,Rotherham,0,1,A,0,0,D,J Linington,10,12,4,2,12,19,3,4,1,1,0,0,20200912,English Second
12/09/2020,2020/21,Barnsley,Luton,0,1,A,0,0,D,Jj Gillett,10,3,1,1,14,10,5,6,1,3,0,0,20200912,English Second
12/09/2020,2020/21,Bournemouth,Blackburn,3,2,H,1,1,D,G Ward,12,15,5,2,12,16,5,2,2,0,0,0,20200912,English Second
12/09/2020,2020/21,Bristol City,Coventry,2,1,H,1,1,D,J Brooks,11,16,6,4,10,12,5,7,2,1,0,0,20200912,English Second
12/09/2020,2020/21,Cardiff,Sheffield Weds,0,2,A,0,2,A,A Madley,7,8,2,4,10,19,4,6,0,1,0,0,20200912,English Second
12/09/2020,2020/21,Derby,Reading,0,2,A,0,2,A,D Bond,9,8,2,3,15,7,6,2,3,2,0,0,20200912,English Second
12/09/2020,2020/21,Huddersfield,Norwich,0,1,A,0,0,D,G Eltringham,7,16,1,5,19,15,3,7,1,3,0,0,20200912,English Second
12/09/2020,2020/21,Millwall,Stoke,0,0,D,0,0,D,J Simpson,9,13,1,4,15,13,2,8,1,1,0,0,20200912,English Second
12/09/2020,2020/21,Preston,Swansea,0,1,A,0,0,D,R Jones,11,6,4,1,16,11,2,3,0,0,0,0,20200912,English Second
12/09/2020,2020/21,QPR,Nott'm Forest,2,0,H,0,0,D,T Robinson,9,6,3,0,13,11,4,2,1,2,0,0,20200912,English Second
11/09/2020,2020/21,Watford,Middlesbrough,1,0,H,1,0,H,K Stroud,10,11,2,4,13,14,6,6,1,0,0,0,20200911,English Second
22/07/2020,2019/20,Birmingham,Derby,1,3,A,0,1,A,T Robinson,13,7,4,5,14,5,4,4,0,0,0,0,20200722,English Second
22/07/2020,2019/20,Brentford,Barnsley,1,2,A,0,1,A,R Jones,12,11,3,3,11,17,3,3,3,3,0,0,20200722,English Second
22/07/2020,2019/20,Bristol City,Preston,1,1,D,0,1,A,A Woolmer,13,22,6,6,10,11,4,7,0,0,0,0,20200722,English Second
22/07/2020,2019/20,Cardiff,Hull,3,0,H,2,0,H,J Linington,14,8,7,2,16,16,4,5,0,0,0,0,20200722,English Second
22/07/2020,2019/20,Leeds,Charlton,4,0,H,2,0,H,G Eltringham,21,10,8,4,14,10,10,4,1,0,0,0,20200722,English Second
22/07/2020,2019/20,Luton,Blackburn,3,2,H,2,1,H,D Bond,8,14,1,4,10,12,2,6,4,1,0,0,20200722,English Second
22/07/2020,2019/20,Millwall,Huddersfield,4,1,H,1,1,D,K Stroud,15,7,9,2,14,14,9,2,1,0,0,0,20200722,English Second
22/07/2020,2019/20,Nott'm Forest,Stoke,1,4,A,0,1,A,G Ward,16,10,5,4,9,13,6,4,0,1,0,0,20200722,English Second
22/07/2020,2019/20,Reading,Swansea,1,4,A,1,1,D,S Martin,19,20,6,8,17,10,4,8,1,0,1,0,20200722,English Second
22/07/2020,2019/20,Sheffield Weds,Middlesbrough,1,2,A,1,1,D,J Gillett,18,10,4,4,11,11,10,2,0,0,0,0,20200722,English Second
22/07/2020,2019/20,West Brom,QPR,2,2,D,1,1,D,D England,16,7,6,3,13,9,5,3,0,0,0,0,20200722,English Second
22/07/2020,2019/20,Wigan,Fulham,1,1,D,1,0,H,J Brooks,13,19,7,4,14,11,5,4,3,4,0,0,20200722,English Second
19/07/2020,2019/20,Derby,Leeds,1,3,A,0,0,D,O Langford,10,23,2,8,8,10,4,5,1,0,0,0,20200719,English Second
19/07/2020,2019/20,Barnsley,Nott'm Forest,1,0,H,0,0,D,S Duncan,20,10,6,2,9,11,9,1,0,1,0,0,20200719,English Second
18/07/2020,2019/20,Charlton,Wigan,2,2,D,1,2,A,G Ward,15,16,4,6,13,19,8,0,1,3,0,0,20200718,English Second
18/07/2020,2019/20,Stoke,Brentford,1,0,H,1,0,H,G Eltringham,6,14,2,3,14,6,0,4,2,0,0,0,20200718,English Second
18/07/2020,2019/20,Blackburn,Reading,4,3,H,2,1,H,T Robinson,17,13,5,3,15,13,5,4,1,0,0,0,20200718,English Second
18/07/2020,2019/20,Fulham,Sheffield Weds,5,3,H,3,0,H,D England,12,14,8,6,12,14,4,8,1,0,1,0,20200718,English Second
18/07/2020,2019/20,Hull,Luton,0,1,A,0,0,D,R Jones,8,16,2,4,25,11,3,6,1,2,0,0,20200718,English Second
18/07/2020,2019/20,Middlesbrough,Cardiff,1,3,A,0,1,A,J Simpson,12,13,5,4,13,11,8,5,2,2,1,0,20200718,English Second
18/07/2020,2019/20,Preston,Birmingham,2,0,H,1,0,H,S Martin,14,12,7,2,11,10,5,7,2,2,0,0,20200718,English Second
18/07/2020,2019/20,QPR,Millwall,4,3,H,1,0,H,J Linington,22,14,11,7,11,9,7,9,0,1,0,0,20200718,English Second
18/07/2020,2019/20,Swansea,Bristol City,1,0,H,1,0,H,D Bond,17,14,7,1,8,11,2,8,0,0,0,0,20200718,English Second
17/07/2020,2019/20,Huddersfield,West Brom,2,1,H,1,1,D,J Brooks,7,13,4,4,19,17,2,7,4,6,0,0,20200717,English Second
16/07/2020,2019/20,Leeds,Barnsley,1,0,H,1,0,H,J Gillett,7,12,3,3,9,15,7,7,1,1,0,0,20200716,English Second
15/07/2020,2019/20,Brentford,Preston,1,0,H,1,0,H,D England,14,8,3,4,15,11,4,6,2,1,0,0,20200715,English Second
15/07/2020,2019/20,Bristol City,Stoke,1,1,D,1,0,H,J Linington,8,10,1,3,10,9,4,2,1,0,0,0,20200715,English Second
15/07/2020,2019/20,Birmingham,Charlton,1,1,D,0,0,D,D Webb,23,7,7,3,16,10,5,1,3,1,0,0,20200715,English Second
15/07/2020,2019/20,Nott'm Forest,Swansea,2,2,D,1,2,A,O Langford,8,6,2,2,15,10,5,3,4,2,0,1,20200715,English Second
14/07/2020,2019/20,West Brom,Fulham,0,0,D,0,0,D,G Eltringham,12,6,3,2,12,12,8,7,3,0,0,0,20200714,English Second
14/07/2020,2019/20,Reading,Middlesbrough,1,2,A,1,1,D,A Woolmer,10,13,1,6,11,17,5,5,2,0,0,0,20200714,English Second
14/07/2020,2019/20,Wigan,Hull,8,0,H,7,0,H,T Harrington,14,10,9,4,11,16,4,3,0,2,0,0,20200714,English Second
14/07/2020,2019/20,Cardiff,Derby,2,1,H,1,1,D,D Bond,14,8,8,2,8,9,3,2,1,0,0,0,20200714,English Second
14/07/2020,2019/20,Luton,QPR,1,1,D,1,0,H,S Martin,11,11,3,5,9,15,6,4,1,0,0,0,20200714,English Second
14/07/2020,2019/20,Millwall,Blackburn,1,0,H,1,0,H,J Brooks,11,10,4,2,13,9,7,4,2,2,0,0,20200714,English Second
14/07/2020,2019/20,Sheffield Weds,Huddersfield,0,0,D,0,0,D,D Whitestone,13,12,4,1,13,16,6,5,1,1,0,0,20200714,English Second
12/07/2020,2019/20,Stoke,Birmingham,2,0,H,2,0,H,S Duncan,15,7,5,1,12,11,8,7,1,4,0,0,20200712,English Second
12/07/2020,2019/20,Swansea,Leeds,0,1,A,0,0,D,K Stroud,6,12,3,4,12,19,6,7,2,3,0,0,20200712,English Second
11/07/2020,2019/20,Charlton,Reading,0,1,A,0,1,A,D Bond,15,4,2,2,18,22,8,1,4,3,0,0,20200711,English Second
11/07/2020,2019/20,Derby,Brentford,1,3,A,1,1,D,T Robinson,9,17,3,6,9,9,6,3,0,1,0,0,20200711,English Second
11/07/2020,2019/20,Barnsley,Wigan,0,0,D,0,0,D,D Robinson,13,6,5,0,13,15,5,3,2,3,0,1,20200711,English Second
11/07/2020,2019/20,Blackburn,West Brom,1,1,D,0,1,A,J Gillett,7,18,4,8,14,12,3,7,2,2,0,0,20200711,English Second
11/07/2020,2019/20,Hull,Millwall,0,1,A,0,1,A,M Donohue,12,10,5,2,20,9,2,4,2,0,0,0,20200711,English Second
11/07/2020,2019/20,Middlesbrough,Bristol City,1,3,A,0,2,A,D England,14,12,4,6,11,9,9,7,1,0,0,0,20200711,English Second
11/07/2020,2019/20,Preston,Nott'm Forest,1,1,D,1,1,D,J Simpson,15,8,2,1,18,6,11,2,2,0,0,0,20200711,English Second
11/07/2020,2019/20,QPR,Sheffield Weds,0,3,A,0,2,A,O Langford,7,14,1,6,12,12,7,4,1,2,0,0,20200711,English Second
10/07/2020,2019/20,Huddersfield,Luton,0,2,A,0,0,D,G Eltringham,11,6,2,2,19,11,6,2,2,1,0,0,20200710,English Second
10/07/2020,2019/20,Fulham,Cardiff,2,0,H,1,0,H,G Ward,14,13,7,1,18,13,3,3,3,1,0,0,20200710,English Second
9/07/2020,2019/20,Leeds,Stoke,5,0,H,1,0,H,D Bond,19,5,11,0,8,8,7,3,2,2,0,0,20200709,English Second
8/07/2020,2019/20,Millwall,Middlesbrough,0,2,A,0,0,D,T Robinson,10,7,4,3,11,12,8,2,1,3,0,0,20200708,English Second
8/07/2020,2019/20,West Brom,Derby,2,0,H,1,0,H,J Simpson,18,4,7,0,11,14,8,0,0,4,0,1,20200708,English Second
8/07/2020,2019/20,Birmingham,Swansea,1,3,A,1,2,A,J Gillett,20,10,5,4,16,6,9,4,2,3,0,0,20200708,English Second
8/07/2020,2019/20,Bristol City,Hull,2,1,H,1,0,H,G Ward,9,18,5,4,10,20,3,6,0,3,0,0,20200708,English Second
8/07/2020,2019/20,Wigan,QPR,1,0,H,1,0,H,G Eltringham,16,6,6,2,12,9,9,2,1,0,0,0,20200708,English Second
8/07/2020,2019/20,Sheffield Weds,Preston,1,3,A,0,0,D,T Harrington,13,14,2,5,15,13,7,2,2,0,0,0,20200708,English Second
7/07/2020,2019/20,Nott'm Forest,Fulham,0,1,A,0,1,A,R Jones,10,9,4,2,16,12,8,6,2,2,0,0,20200707,English Second
7/07/2020,2019/20,Brentford,Charlton,2,1,H,0,1,A,J Brooks,21,6,8,2,10,9,7,1,1,1,0,0,20200707,English Second
7/07/2020,2019/20,Luton,Barnsley,1,1,D,1,0,H,D Whitestone,10,21,5,7,12,14,3,11,4,2,0,0,20200707,English Second
7/07/2020,2019/20,Reading,Huddersfield,0,0,D,0,0,D,S Martin,7,11,2,3,14,10,4,2,1,2,0,0,20200707,English Second
7/07/2020,2019/20,Cardiff,Blackburn,2,3,A,2,1,H,M Donohue,12,14,4,4,14,12,2,5,0,1,0,0,20200707,English Second
5/07/2020,2019/20,Swansea,Sheffield Weds,2,1,H,0,0,D,S Martin,7,10,4,3,12,20,5,8,2,1,0,0,20200705,English Second
5/07/2020,2019/20,Middlesbrough,QPR,0,1,A,0,1,A,S Duncan,15,10,4,5,14,14,9,7,3,0,0,0,20200705,English Second
5/07/2020,2019/20,West Brom,Hull,4,2,H,2,1,H,O Langford,22,15,10,4,16,16,11,7,1,1,1,0,20200705,English Second
4/07/2020,2019/20,Derby,Nott'm Forest,1,1,D,0,1,A,D England,10,10,3,4,12,7,3,4,1,3,1,0,20200704,English Second
4/07/2020,2019/20,Blackburn,Leeds,1,3,A,0,2,A,R Jones,11,17,3,5,18,12,0,4,1,2,0,0,20200704,English Second
4/07/2020,2019/20,Brentford,Wigan,3,0,H,1,0,H,M Donohue,18,3,6,0,9,14,9,2,0,1,0,1,20200704,English Second
4/07/2020,2019/20,Bristol City,Cardiff,0,1,A,0,0,D,T Robinson,11,13,2,3,9,12,5,6,1,0,0,0,20200704,English Second
4/07/2020,2019/20,Fulham,Birmingham,1,0,H,0,0,D,K Stroud,15,6,5,2,9,18,9,4,2,4,0,0,20200704,English Second
4/07/2020,2019/20,Huddersfield,Preston,0,0,D,0,0,D,D Bond,2,9,1,0,9,14,2,7,0,0,0,0,20200704,English Second
4/07/2020,2019/20,Luton,Reading,0,5,A,0,3,A,J Linington,5,16,1,10,11,13,4,3,0,1,0,0,20200704,English Second
4/07/2020,2019/20,Stoke,Barnsley,4,0,H,3,0,H,A Woolmer,14,5,7,3,12,15,6,3,2,0,0,0,20200704,English Second
3/07/2020,2019/20,Charlton,Millwall,0,1,A,0,0,D,D Whitestone,14,12,3,4,13,14,4,9,3,3,0,0,20200703,English Second
2/07/2020,2019/20,Hull,Middlesbrough,2,1,H,1,1,D,G Eltringham,8,14,3,3,18,21,0,5,1,1,0,0,20200702,English Second
1/07/2020,2019/20,Preston,Derby,0,1,A,0,1,A,J Gillett,9,8,1,3,10,11,7,5,0,0,0,0,20200701,English Second
1/07/2020,2019/20,Birmingham,Huddersfield,0,3,A,0,1,A,R Jones,10,12,2,6,17,20,4,4,0,1,0,0,20200701,English Second
1/07/2020,2019/20,Nott'm Forest,Bristol City,1,0,H,0,0,D,D Bond,11,8,3,2,12,11,3,8,0,2,0,1,20200701,English Second
1/07/2020,2019/20,Sheffield Weds,West Brom,0,3,A,0,1,A,D Webb,14,9,2,4,8,13,11,4,0,4,0,0,20200701,English Second
30/06/2020,2019/20,Millwall,Swansea,1,1,D,1,0,H,J Linington,16,9,2,4,15,8,12,5,2,1,0,0,20200630,English Second
30/06/2020,2019/20,Barnsley,Blackburn,2,0,H,0,0,D,T Harrington,12,10,5,5,12,12,3,3,1,2,0,1,20200630,English Second
30/06/2020,2019/20,Cardiff,Charlton,0,0,D,0,0,D,S Martin,8,4,1,0,10,8,3,3,1,1,0,0,20200630,English Second
30/06/2020,2019/20,Reading,Brentford,0,3,A,0,1,A,D Whitestone,5,19,1,9,10,11,3,6,0,1,0,0,20200630,English Second
30/06/2020,2019/20,QPR,Fulham,1,2,A,1,1,D,G Ward,11,14,2,5,8,10,6,6,2,3,0,0,20200630,English Second
30/06/2020,2019/20,Leeds,Luton,1,1,D,0,0,D,J Brooks,23,3,9,2,9,10,15,1,0,5,0,0,20200630,English Second
30/06/2020,2019/20,Wigan,Stoke,3,0,H,1,0,H,J Simpson,16,7,7,1,11,13,6,4,1,3,0,0,20200630,English Second
28/06/2020,2019/20,Bristol City,Sheffield Weds,1,2,A,0,1,A,J Brooks,7,12,3,4,13,17,3,9,1,2,0,0,20200628,English Second
28/06/2020,2019/20,Nott'm Forest,Huddersfield,3,1,H,1,0,H,D Webb,14,14,6,4,14,10,3,11,3,0,0,1,20200628,English Second
27/06/2020,2019/20,Charlton,QPR,1,0,H,1,0,H,T Robinson,12,6,5,1,11,11,10,1,1,0,0,0,20200627,English Second
27/06/2020,2019/20,Preston,Cardiff,1,3,A,0,0,D,O Langford,14,13,3,6,11,10,3,5,1,2,0,0,20200627,English Second
